dataset,image_id,label,prob_e6c,prob_e20,prob_e21,e20_vs_e21_transition,e6c_vs_e21_transition,generator,device_family
E14_Clean,real_raise_supp_041_r15efd876t,Real,0.424560546875,0.1175537109375,0.9013671875,PREV_correct__CURR_wrong,PREV_correct__CURR_wrong,camera,RAISE-1k
E14_Clean,real_raise_supp_009_r04395e54t,Real,0.042327880859375,0.01061248779296875,0.61279296875,PREV_correct__CURR_wrong,PREV_correct__CURR_wrong,camera,RAISE-1k
E14_Clean,real_raise_152_r13934dc7t,Real,0.00394439697265625,0.002124786376953125,0.5556640625,PREV_correct__CURR_wrong,PREV_correct__CURR_wrong,camera,RAISE-1k
E14_Clean,real_raise_supp_028_r0f25b326t,Real,0.59130859375,0.125732421875,0.94873046875,PREV_correct__CURR_wrong,PREV_wrong__CURR_wrong,camera,RAISE-1k
E14_Clean,real_raise_supp_014_r070a874ct,Real,0.045867919921875,0.00646209716796875,0.48876953125,PREV_correct__CURR_correct,PREV_correct__CURR_correct,camera,RAISE-1k
E14_Clean,real_raise_supp_006_r02d732f8t,Real,0.0125732421875,0.005062103271484375,0.1181640625,PREV_correct__CURR_correct,PREV_correct__CURR_correct,camera,RAISE-1k
E14_Clean,ai_sb_dalle2_022_r169c7350t,AI,0.68310546875,0.322265625,0.9677734375,PREV_wrong__CURR_correct,PREV_correct__CURR_correct,dalle2,Synthbuster
E14_Clean,real_raise_supp_025_r0cea5432t,Real,0.027374267578125,0.2666015625,0.64453125,PREV_correct__CURR_wrong,PREV_correct__CURR_wrong,camera,RAISE-1k
E14_Clean,real_raise_242_r1e8acc5ct,Real,0.06256103515625,0.00586700439453125,0.186279296875,PREV_correct__CURR_correct,PREV_correct__CURR_correct,camera,RAISE-1k
E14_Clean,ai_sb_midjourney-v5_126_r056f233bt,AI,0.6630859375,0.78857421875,0.548828125,PREV_correct__CURR_correct,PREV_correct__CURR_correct,midjourney-v5,Synthbuster
E14_Clean,real_raise_035_r047aa954t,Real,0.1019287109375,0.0728759765625,0.3095703125,PREV_correct__CURR_correct,PREV_correct__CURR_correct,camera,RAISE-1k
E14_Clean,ai_sb_dalle2_012_r0b7b1156t,AI,0.184814453125,0.151611328125,0.83447265625,PREV_wrong__CURR_correct,PREV_wrong__CURR_correct,dalle2,Synthbuster
E14_Clean,real_raise_184_r17f60607t,Real,0.02606201171875,0.0115966796875,0.68359375,PREV_correct__CURR_wrong,PREV_correct__CURR_wrong,camera,RAISE-1k
E14_Clean,real_raise_127_r1070b804t,Real,0.27197265625,0.160400390625,0.83544921875,PREV_correct__CURR_wrong,PREV_correct__CURR_wrong,camera,RAISE-1k
E14_Clean,ai_sb_stable-diffusion-1-3_176_r1ad2de34t,AI,0.94970703125,0.09686279296875,0.97998046875,PREV_wrong__CURR_correct,PREV_correct__CURR_correct,stable-diffusion-1-3,Synthbuster
E14_Clean,ai_sb_firefly_076_r102b4aa4t,AI,0.052825927734375,0.0273284912109375,0.7333984375,PREV_wrong__CURR_correct,PREV_wrong__CURR_correct,firefly,Synthbuster
E14_Clean,ai_sb_supp_stable-diffusion-2_024_r00444b95t,AI,0.94287109375,0.02447509765625,0.99169921875,PREV_wrong__CURR_correct,PREV_correct__CURR_correct,stable-diffusion-2,Synthbuster
E14_Clean,ai_sb_stable-diffusion-2_215_r045be2act,AI,0.97900390625,0.348388671875,0.99853515625,PREV_wrong__CURR_correct,PREV_correct__CURR_correct,stable-diffusion-2,Synthbuster
E14_Clean,ai_sb_stable-diffusion-1-3_177_r1bdb6385t,AI,0.8828125,0.01116180419921875,0.982421875,PREV_wrong__CURR_correct,PREV_correct__CURR_correct,stable-diffusion-1-3,Synthbuster
E14_Clean,ai_sb_stable-diffusion-2_212_r0150031ft,AI,0.4384765625,0.011505126953125,0.92919921875,PREV_wrong__CURR_correct,PREV_wrong__CURR_correct,stable-diffusion-2,Synthbuster
E14_Clean,real_raise_supp_039_r14902ba4t,Real,0.0045928955078125,0.12890625,0.666015625,PREV_correct__CURR_wrong,PREV_correct__CURR_wrong,camera,RAISE-1k
E14_Clean,real_raise_070_r08d2b4dat,Real,0.080078125,0.0004858970642089844,0.10931396484375,PREV_correct__CURR_correct,PREV_correct__CURR_correct,camera,RAISE-1k
E14_Clean,ai_sb_dalle2_001_r000da54ft,AI,0.424560546875,0.0217437744140625,0.900390625,PREV_wrong__CURR_correct,PREV_wrong__CURR_correct,dalle2,Synthbuster
E14_Clean,real_raise_114_r0f137652t,Real,0.7392578125,0.9345703125,0.9873046875,PREV_wrong__CURR_wrong,PREV_wrong__CURR_wrong,camera,RAISE-1k
E14_Clean,ai_sb_supp_midjourney-v5_013_r001d260dt,AI,0.74560546875,0.912109375,0.95361328125,PREV_correct__CURR_correct,PREV_correct__CURR_correct,midjourney-v5,Synthbuster
E14_Clean,real_raise_supp_001_r001d260dt,Real,0.89697265625,0.0709228515625,0.95263671875,PREV_correct__CURR_wrong,PREV_wrong__CURR_wrong,camera,RAISE-1k
E14_Clean,real_raise_212_r1b1c1019t,Real,0.1363525390625,0.0023784637451171875,0.869140625,PREV_correct__CURR_wrong,PREV_correct__CURR_wrong,camera,RAISE-1k
E14_Clean,ai_sb_stable-diffusion-1-3_170_r145221d9t,AI,0.80126953125,0.01267242431640625,0.8193359375,PREV_wrong__CURR_correct,PREV_correct__CURR_correct,stable-diffusion-1-3,Synthbuster
E14_Clean,ai_sb_glide_094_r0372042dt,AI,0.994140625,0.488525390625,0.927734375,PREV_wrong__CURR_correct,PREV_correct__CURR_correct,glide,Synthbuster
E14_Clean,real_raise_218_r1be2a3d5t,Real,0.274169921875,0.06256103515625,0.7958984375,PREV_correct__CURR_wrong,PREV_correct__CURR_wrong,camera,RAISE-1k
E14_Clean,real_raise_supp_034_r1267fa5bt,Real,0.11181640625,0.318115234375,0.8662109375,PREV_correct__CURR_wrong,PREV_correct__CURR_wrong,camera,RAISE-1k
E14_Clean,real_raise_120_r0f98115dt,Real,0.06427001953125,0.11798095703125,0.69482421875,PREV_correct__CURR_wrong,PREV_correct__CURR_wrong,camera,RAISE-1k
E14_Clean,real_raise_173_r1645a09ct,Real,0.0020503997802734375,0.001495361328125,0.1988525390625,PREV_correct__CURR_correct,PREV_correct__CURR_correct,camera,RAISE-1k
E14_Clean,real_raise_002_r005f3e70t,Real,0.1026611328125,0.11737060546875,0.6748046875,PREV_correct__CURR_wrong,PREV_correct__CURR_wrong,camera,RAISE-1k
E14_Clean,real_raise_221_r1c23e440t,Real,0.2349853515625,0.09515380859375,0.787109375,PREV_correct__CURR_wrong,PREV_correct__CURR_wrong,camera,RAISE-1k
E14_Clean,real_raise_167_r15919202t,Real,0.69384765625,0.042572021484375,0.65380859375,PREV_correct__CURR_wrong,PREV_wrong__CURR_wrong,camera,RAISE-1k
E14_Clean,real_raise_111_r0eb8dfb5t,Real,0.0269622802734375,0.002349853515625,0.5517578125,PREV_correct__CURR_wrong,PREV_correct__CURR_wrong,camera,RAISE-1k
E14_Clean,real_raise_028_r03aa5df1t,Real,0.1767578125,0.019012451171875,0.51513671875,PREV_correct__CURR_wrong,PREV_correct__CURR_wrong,camera,RAISE-1k
E14_Clean,ai_sb_stable-diffusion-2_214_r0372042dt,AI,0.8544921875,0.580078125,0.9658203125,PREV_correct__CURR_correct,PREV_correct__CURR_correct,stable-diffusion-2,Synthbuster
E14_Clean,real_raise_supp_060_r1f06581bt,Real,0.681640625,0.09930419921875,0.93701171875,PREV_correct__CURR_wrong,PREV_wrong__CURR_wrong,camera,RAISE-1k
E14_Clean,real_raise_030_r03f70ccdt,Real,0.21435546875,0.04376220703125,0.6982421875,PREV_correct__CURR_wrong,PREV_correct__CURR_wrong,camera,RAISE-1k
E14_Clean,ai_sb_stable-diffusion-1-3_162_r0b7b1156t,AI,0.9326171875,0.0345458984375,0.83447265625,PREV_wrong__CURR_correct,PREV_correct__CURR_correct,stable-diffusion-1-3,Synthbuster
E14_Clean,real_raise_171_r1618da9dt,Real,0.0054473876953125,0.0089874267578125,0.47216796875,PREV_correct__CURR_correct,PREV_correct__CURR_correct,camera,RAISE-1k
E14_Clean,real_raise_238_r1de76a54t,Real,0.01384735107421875,0.0017271041870117188,0.5458984375,PREV_correct__CURR_wrong,PREV_correct__CURR_wrong,camera,RAISE-1k
E14_Clean,real_raise_197_r19b49f2ct,Real,0.2822265625,0.08270263671875,0.367919921875,PREV_correct__CURR_correct,PREV_correct__CURR_correct,camera,RAISE-1k
E14_Clean,real_raise_078_r09d7cd4et,Real,0.86865234375,0.705078125,0.9853515625,PREV_wrong__CURR_wrong,PREV_wrong__CURR_wrong,camera,RAISE-1k
E14_Clean,real_raise_085_r0aaa70c3t,Real,0.94140625,0.0640869140625,0.85205078125,PREV_correct__CURR_wrong,PREV_wrong__CURR_wrong,camera,RAISE-1k
E14_Clean,real_raise_216_r1bc3dd23t,Real,0.003780364990234375,0.00013554096221923828,0.0162200927734375,PREV_correct__CURR_correct,PREV_correct__CURR_correct,camera,RAISE-1k
E14_Clean,ai_sb_firefly_081_r159d3942t,AI,0.0034427642822265625,0.0160980224609375,0.14892578125,PREV_wrong__CURR_wrong,PREV_wrong__CURR_wrong,firefly,Synthbuster
E14_Clean,real_raise_196_r1986e42bt,Real,0.1383056640625,0.00930023193359375,0.5263671875,PREV_correct__CURR_wrong,PREV_correct__CURR_wrong,camera,RAISE-1k
E14_Clean,real_raise_126_r102b4aa4t,Real,0.240966796875,0.02215576171875,0.8134765625,PREV_correct__CURR_wrong,PREV_correct__CURR_wrong,camera,RAISE-1k
E14_Clean,ai_sb_stable-diffusion-1-4_203_r17fe8532t,AI,0.830078125,0.8916015625,0.9853515625,PREV_correct__CURR_correct,PREV_correct__CURR_correct,stable-diffusion-1-4,Synthbuster
E14_Clean,real_raise_117_r0f4ece9bt,Real,0.0966796875,0.020843505859375,0.88525390625,PREV_correct__CURR_wrong,PREV_correct__CURR_wrong,camera,RAISE-1k
E14_Clean,ai_sb_stable-diffusion-2_236_r1ad2de34t,AI,0.99658203125,0.327880859375,0.9990234375,PREV_wrong__CURR_correct,PREV_correct__CURR_correct,stable-diffusion-2,Synthbuster
E14_Clean,ai_sb_stable-diffusion-1-3_153_r026b5360t,AI,0.0965576171875,0.044525146484375,0.951171875,PREV_wrong__CURR_correct,PREV_wrong__CURR_correct,stable-diffusion-1-3,Synthbuster
E14_Clean,ai_sb_midjourney-v5_142_r169c7350t,AI,0.78662109375,0.10540771484375,0.9365234375,PREV_wrong__CURR_correct,PREV_correct__CURR_correct,midjourney-v5,Synthbuster
E14_Clean,ai_sb_dalle3_057_r1bdb6385t,AI,0.97802734375,0.64208984375,0.998046875,PREV_correct__CURR_correct,PREV_correct__CURR_correct,dalle3,Synthbuster
