image_id,original_image_id,split,filepath,label,source_dataset,generator,generator_version,device_family,device_model,variant_type,compression_status,jpeg_quality_if_known,width,height,format,file_size_bytes,sha256,perceptual_hash,provenance,license
e21_train_ai_0006_severe_jpeg,e21_train_ai_0006,train,images/train/e21_train_ai_0006_severe_jpeg.jpg,AI,Synthbuster (Zenodo 10066460),Stable Diffusion 1.4,stable-diffusion-1-4,none,none,severe_jpeg,jpeg40_subsampling420,40,512,512,JPEG,31359,01ffea29e26caceb75953d690df15a9c0246710331a4ec3fb0cfd1938a38277b,dhash:d9c9d3cddddd9c3c;ahash:7878716d0f070606,synthbuster/synthbuster/stable-diffusion-1-4/r03d2a758t.png,CC BY-NC-SA 4.0 (Quentin Bammey / Centre Borelli)
e21_train_ai_0006_sequential_jpeg,e21_train_ai_0006,train,images/train/e21_train_ai_0006_sequential_jpeg.jpg,AI,Synthbuster (Zenodo 10066460),Stable Diffusion 1.4,stable-diffusion-1-4,none,none,sequential_jpeg,sequential_jpeg85_jpeg60,60,512,512,JPEG,40095,a19aeb04030e1f4847b8788d19edf85a8041154670e151249b435380bed64be0,dhash:d9c9d3cddddd9c3c;ahash:7878716d0f070606,synthbuster/synthbuster/stable-diffusion-1-4/r03d2a758t.png,CC BY-NC-SA 4.0 (Quentin Bammey / Centre Borelli)
e21_train_ai_0006_resize_jpeg_resize,e21_train_ai_0006,train,images/train/e21_train_ai_0006_resize_jpeg_resize.jpg,AI,Synthbuster (Zenodo 10066460),Stable Diffusion 1.4,stable-diffusion-1-4,none,none,resize_jpeg_resize,downscale60_jpeg75_upscale,75,512,512,JPEG,48124,b225518c1b384a6925d0e661f6f2f41a25d62a97a2d5097cd8ca2484d9f07fd8,dhash:d9c9d3cddddd9c3c;ahash:7878716d0f070606,synthbuster/synthbuster/stable-diffusion-1-4/r03d2a758t.png,CC BY-NC-SA 4.0 (Quentin Bammey / Centre Borelli)
e21_train_ai_0006_social_media_whatsapp,e21_train_ai_0006,train,images/train/e21_train_ai_0006_social_media_whatsapp.jpg,AI,Synthbuster (Zenodo 10066460),Stable Diffusion 1.4,stable-diffusion-1-4,none,none,social_media_whatsapp,whatsapp_simulation_1280px_q75,75,512,512,JPEG,55129,5c3f7a71bb4ddd2a41ffa9803a54cc73fa22ed4cedd53647a7a0812c0e1f0034,dhash:d9c9d3cddddd9c3c;ahash:7878716d0f070606,synthbuster/synthbuster/stable-diffusion-1-4/r03d2a758t.png,CC BY-NC-SA 4.0 (Quentin Bammey / Centre Borelli)
e21_train_ai_0003_clean,e21_train_ai_0003,train,images/train/e21_train_ai_0003_clean.png,AI,Synthbuster (Zenodo 10066460),OpenAI DALL-E 2,dalle2,none,none,clean,uncompressed,original,1024,1024,PNG,1809809,7ff8dee4746ba9ccfcb0759887898aac58a86079d820ea59a53df674feed0ad2,dhash:7d5fe3d3dbd6ffbf;ahash:8f07030905000fff,synthbuster/synthbuster/dalle2/r0b76b82ft.png,CC BY-NC-SA 4.0 (Quentin Bammey / Centre Borelli)
e21_train_ai_0003_resize_jpeg,e21_train_ai_0003,train,images/train/e21_train_ai_0003_resize_jpeg.jpg,AI,Synthbuster (Zenodo 10066460),OpenAI DALL-E 2,dalle2,none,none,resize_jpeg,resize_75pct_jpeg80,80,768,768,JPEG,75457,1e767d18bfdb65a7d2a81a7d95e0fc1cb7b2579aff42cef7873a8e546a410731,dhash:7d5fe3d3dbd6ffbf;ahash:8f07030905001fff,synthbuster/synthbuster/dalle2/r0b76b82ft.png,CC BY-NC-SA 4.0 (Quentin Bammey / Centre Borelli)
e21_train_ai_0003_moderate_jpeg,e21_train_ai_0003,train,images/train/e21_train_ai_0003_moderate_jpeg.jpg,AI,Synthbuster (Zenodo 10066460),OpenAI DALL-E 2,dalle2,none,none,moderate_jpeg,jpeg65_subsampling420,65,1024,1024,JPEG,93875,519acd3d93d27943fd1105f5fde4c024bee39a01d34ba5e1305fc0c52c033020,dhash:7d5fe3d3dbd6ffbf;ahash:8f07030905001fff,synthbuster/synthbuster/dalle2/r0b76b82ft.png,CC BY-NC-SA 4.0 (Quentin Bammey / Centre Borelli)
e21_train_ai_0003_severe_jpeg,e21_train_ai_0003,train,images/train/e21_train_ai_0003_severe_jpeg.jpg,AI,Synthbuster (Zenodo 10066460),OpenAI DALL-E 2,dalle2,none,none,severe_jpeg,jpeg40_subsampling420,40,1024,1024,JPEG,61059,c265f38b7da85fb61158c02873360d57d4805adcffa424e1f1f2f18cb39d1fec,dhash:7d5fe3d3dbd6ffbf;ahash:8f07030905001fff,synthbuster/synthbuster/dalle2/r0b76b82ft.png,CC BY-NC-SA 4.0 (Quentin Bammey / Centre Borelli)
e21_train_ai_0003_sequential_jpeg,e21_train_ai_0003,train,images/train/e21_train_ai_0003_sequential_jpeg.jpg,AI,Synthbuster (Zenodo 10066460),OpenAI DALL-E 2,dalle2,none,none,sequential_jpeg,sequential_jpeg85_jpeg60,60,1024,1024,JPEG,80815,84fdc6e9c8a39a2516d08386b1e312a163ca0ddef3ae30e627e99309ff0925db,dhash:7d5fe3d3dbd6ffbf;ahash:8f07030905001fff,synthbuster/synthbuster/dalle2/r0b76b82ft.png,CC BY-NC-SA 4.0 (Quentin Bammey / Centre Borelli)
e21_train_ai_0003_resize_jpeg_resize,e21_train_ai_0003,train,images/train/e21_train_ai_0003_resize_jpeg_resize.jpg,AI,Synthbuster (Zenodo 10066460),OpenAI DALL-E 2,dalle2,none,none,resize_jpeg_resize,downscale60_jpeg75_upscale,75,1024,1024,JPEG,114288,8f99519d59b2e8457f72afb3daad9887bb8146a81c3ce338accb158eff69a3ae,dhash:7d5fe3d3dbd6ffbf;ahash:8f07030905000fff,synthbuster/synthbuster/dalle2/r0b76b82ft.png,CC BY-NC-SA 4.0 (Quentin Bammey / Centre Borelli)
e21_train_ai_0003_social_media_whatsapp,e21_train_ai_0003,train,images/train/e21_train_ai_0003_social_media_whatsapp.jpg,AI,Synthbuster (Zenodo 10066460),OpenAI DALL-E 2,dalle2,none,none,social_media_whatsapp,whatsapp_simulation_1280px_q75,75,1024,1024,JPEG,118459,e7d1ac04038b65d8abe24896750076386a24a198fc9d23fe0580d0bed38b6066,dhash:7d5fe3d3dbd6ffbf;ahash:8f07030905000fff,synthbuster/synthbuster/dalle2/r0b76b82ft.png,CC BY-NC-SA 4.0 (Quentin Bammey / Centre Borelli)
e21_train_ai_0008_clean,e21_train_ai_0008,train,images/train/e21_train_ai_0008_clean.png,AI,Synthbuster (Zenodo 10066460),OpenAI DALL-E 2,dalle2,none,none,clean,uncompressed,original,1024,1024,PNG,1875115,4f8730aa58a9a405e60bbd1d52d644e9d42fc037a203fe442675d9e22964e224,dhash:1f6b79d9dbf9f7f5;ahash:00010f0d0f1d71f7,synthbuster/synthbuster/dalle2/r04e7644dt.png,CC BY-NC-SA 4.0 (Quentin Bammey / Centre Borelli)
e21_train_ai_0008_resize_jpeg,e21_train_ai_0008,train,images/train/e21_train_ai_0008_resize_jpeg.jpg,AI,Synthbuster (Zenodo 10066460),OpenAI DALL-E 2,dalle2,none,none,resize_jpeg,resize_75pct_jpeg80,80,768,768,JPEG,59116,6cbb1046e0113137abf9e2fcc86f0f3c6ca195184ddefa7ac4043748d7320660,dhash:1f6bf9d9dbf9f7f5;ahash:00010f0d0f1d71f7,synthbuster/synthbuster/dalle2/r04e7644dt.png,CC BY-NC-SA 4.0 (Quentin Bammey / Centre Borelli)
e21_train_ai_0008_moderate_jpeg,e21_train_ai_0008,train,images/train/e21_train_ai_0008_moderate_jpeg.jpg,AI,Synthbuster (Zenodo 10066460),OpenAI DALL-E 2,dalle2,none,none,moderate_jpeg,jpeg65_subsampling420,65,1024,1024,JPEG,78812,8ba2bed01b30b3d14e4df3cc7fdd06ca7be4ac74df89a4ee549b0e33289d6037,dhash:1f6b79d9dbf9f7f5;ahash:00010f0d0f1d71f7,synthbuster/synthbuster/dalle2/r04e7644dt.png,CC BY-NC-SA 4.0 (Quentin Bammey / Centre Borelli)
e21_train_ai_0008_severe_jpeg,e21_train_ai_0008,train,images/train/e21_train_ai_0008_severe_jpeg.jpg,AI,Synthbuster (Zenodo 10066460),OpenAI DALL-E 2,dalle2,none,none,severe_jpeg,jpeg40_subsampling420,40,1024,1024,JPEG,53993,e8166ed85e32d839c0a8be36d64e8bd7706802878ddd0169de6729f5dfc47a2a,dhash:1f6bf9d9dbf9f7f5;ahash:00010f0d0f1d71f7,synthbuster/synthbuster/dalle2/r04e7644dt.png,CC BY-NC-SA 4.0 (Quentin Bammey / Centre Borelli)
e21_train_ai_0008_sequential_jpeg,e21_train_ai_0008,train,images/train/e21_train_ai_0008_sequential_jpeg.jpg,AI,Synthbuster (Zenodo 10066460),OpenAI DALL-E 2,dalle2,none,none,sequential_jpeg,sequential_jpeg85_jpeg60,60,1024,1024,JPEG,69206,2f82aaf73db43f6c97bbbc5c1185a13020e310795c1f98bc8697dd41639bae93,dhash:1f6b79d9dbf9f7f5;ahash:00010f0d0f1d71f7,synthbuster/synthbuster/dalle2/r04e7644dt.png,CC BY-NC-SA 4.0 (Quentin Bammey / Centre Borelli)
e21_train_ai_0008_resize_jpeg_resize,e21_train_ai_0008,train,images/train/e21_train_ai_0008_resize_jpeg_resize.jpg,AI,Synthbuster (Zenodo 10066460),OpenAI DALL-E 2,dalle2,none,none,resize_jpeg_resize,downscale60_jpeg75_upscale,75,1024,1024,JPEG,86986,9057f99d01e2e214e613574fe03c1654cb20438f44c2a68d83ba37af5c453eed,dhash:1f6b79d9dbf9f7f5;ahash:00010f0d0f1d71f7,synthbuster/synthbuster/dalle2/r04e7644dt.png,CC BY-NC-SA 4.0 (Quentin Bammey / Centre Borelli)
e21_train_ai_0008_social_media_whatsapp,e21_train_ai_0008,train,images/train/e21_train_ai_0008_social_media_whatsapp.jpg,AI,Synthbuster (Zenodo 10066460),OpenAI DALL-E 2,dalle2,none,none,social_media_whatsapp,whatsapp_simulation_1280px_q75,75,1024,1024,JPEG,99544,544fd508d644aecfc3f83d9c420abb46e17305730d31a19fa39f76264b7da9c9,dhash:1f6b79d9dbf9f7f5;ahash:00010f0d0f1d71f7,synthbuster/synthbuster/dalle2/r04e7644dt.png,CC BY-NC-SA 4.0 (Quentin Bammey / Centre Borelli)
e21_train_ai_0004_clean,e21_train_ai_0004,train,images/train/e21_train_ai_0004_clean.png,AI,Synthbuster (Zenodo 10066460),Stable Diffusion 2,stable-diffusion-2,none,none,clean,uncompressed,original,704,1344,PNG,2127449,88135540c5254139f1cf069516d4315ea6a99c86e137f28549bdbc9c1050e907,dhash:632326a9ab66eba2;ahash:f1901f4d413379fa,synthbuster/synthbuster/stable-diffusion-2/r06836fdat.png,CC BY-NC-SA 4.0 (Quentin Bammey / Centre Borelli)
e21_train_ai_0004_resize_jpeg,e21_train_ai_0004,train,images/train/e21_train_ai_0004_resize_jpeg.jpg,AI,Synthbuster (Zenodo 10066460),Stable Diffusion 2,stable-diffusion-2,none,none,resize_jpeg,resize_75pct_jpeg80,80,528,1008,JPEG,183170,765c92e9797ac1f3c35342c0eef3fed9d279093238f8b11fe6c9325b8ab66ddf,dhash:632326a9ab66eba2;ahash:f1901f4d413379fa,synthbuster/synthbuster/stable-diffusion-2/r06836fdat.png,CC BY-NC-SA 4.0 (Quentin Bammey / Centre Borelli)
e21_train_ai_0004_moderate_jpeg,e21_train_ai_0004,train,images/train/e21_train_ai_0004_moderate_jpeg.jpg,AI,Synthbuster (Zenodo 10066460),Stable Diffusion 2,stable-diffusion-2,none,none,moderate_jpeg,jpeg65_subsampling420,65,704,1344,JPEG,237566,664497c89e2f3cd3c2bbc687ce58cda91a3777a4faff8f4e41c088e1489eb7b3,dhash:632326a9ab66eba2;ahash:f1901f4d413379fa,synthbuster/synthbuster/stable-diffusion-2/r06836fdat.png,CC BY-NC-SA 4.0 (Quentin Bammey / Centre Borelli)
e21_train_ai_0004_severe_jpeg,e21_train_ai_0004,train,images/train/e21_train_ai_0004_severe_jpeg.jpg,AI,Synthbuster (Zenodo 10066460),Stable Diffusion 2,stable-diffusion-2,none,none,severe_jpeg,jpeg40_subsampling420,40,704,1344,JPEG,173626,2a4fa98f7b8713a86fe2668e95bed2c1e80f9fdfdadd0ab8c9e7855d00c65eb8,dhash:632326a9ab66eba2;ahash:f1901f4d413379fa,synthbuster/synthbuster/stable-diffusion-2/r06836fdat.png,CC BY-NC-SA 4.0 (Quentin Bammey / Centre Borelli)
e21_train_ai_0004_sequential_jpeg,e21_train_ai_0004,train,images/train/e21_train_ai_0004_sequential_jpeg.jpg,AI,Synthbuster (Zenodo 10066460),Stable Diffusion 2,stable-diffusion-2,none,none,sequential_jpeg,sequential_jpeg85_jpeg60,60,704,1344,JPEG,215892,82236b92a368e60cee1d699feba0c2e8ca30099e385769340708277c4baae65e,dhash:633326a9ab66eba2;ahash:f1901f4d413379fa,synthbuster/synthbuster/stable-diffusion-2/r06836fdat.png,CC BY-NC-SA 4.0 (Quentin Bammey / Centre Borelli)
e21_train_ai_0004_resize_jpeg_resize,e21_train_ai_0004,train,images/train/e21_train_ai_0004_resize_jpeg_resize.jpg,AI,Synthbuster (Zenodo 10066460),Stable Diffusion 2,stable-diffusion-2,none,none,resize_jpeg_resize,downscale60_jpeg75_upscale,75,704,1344,JPEG,262613,4763f7fa8b56dd1032c1439ec31df888af747c1326a7066a1d6e7c3e35daa934,dhash:632326a9ab66eba2;ahash:f1901f4d413379fa,synthbuster/synthbuster/stable-diffusion-2/r06836fdat.png,CC BY-NC-SA 4.0 (Quentin Bammey / Centre Borelli)
e21_train_ai_0004_social_media_whatsapp,e21_train_ai_0004,train,images/train/e21_train_ai_0004_social_media_whatsapp.jpg,AI,Synthbuster (Zenodo 10066460),Stable Diffusion 2,stable-diffusion-2,none,none,social_media_whatsapp,whatsapp_simulation_1280px_q75,75,670,1280,JPEG,240365,81ae2c9590a435ac25de4b336fbfaab35bd8a4a60413dc28a7971dfd70f6df13,dhash:632326a9ab66eba2;ahash:f1901f4d413379fa,synthbuster/synthbuster/stable-diffusion-2/r06836fdat.png,CC BY-NC-SA 4.0 (Quentin Bammey / Centre Borelli)
e21_train_real_0005_clean,e21_train_real_0005,train,images/train/e21_train_real_0005_clean.png,Real,Wikimedia Commons (Category:Taken with iPhone 11),none,none,Apple iPhone,various,clean,uncompressed,original,1280,960,PNG,1961010,605abdc36883f0b91ef2d0d876c3a966d897b2a414f8b86dd7074641975ac3ec,dhash:8b8a263e37363e38;ahash:617f8283831f1f0f,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2e/1940_Nash_Ambassador_Six_four-door_Trunk_Back_Sedan_at_2019_AACA_Eastern_Regional_Fall_Meet_6of6.jpg/1280px-1940_Nash_Ambassador_Six_four-door_Trunk_Back_Sedan_at_2019_AACA_Eastern_Regional_Fall_Meet_6of6.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Creative Commons / Public Domain
e21_train_real_0005_resize_jpeg,e21_train_real_0005,train,images/train/e21_train_real_0005_resize_jpeg.jpg,Real,Wikimedia Commons (Category:Taken with iPhone 11),none,none,Apple iPhone,various,resize_jpeg,resize_75pct_jpeg80,80,960,720,JPEG,141176,c06a409186f5a05b7a552ea16550a631fba9be4bec833ca218dbb8875eff6159,dhash:8b8a263e37363e38;ahash:617f8283831f1f0f,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2e/1940_Nash_Ambassador_Six_four-door_Trunk_Back_Sedan_at_2019_AACA_Eastern_Regional_Fall_Meet_6of6.jpg/1280px-1940_Nash_Ambassador_Six_four-door_Trunk_Back_Sedan_at_2019_AACA_Eastern_Regional_Fall_Meet_6of6.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Creative Commons / Public Domain
e21_train_real_0005_moderate_jpeg,e21_train_real_0005,train,images/train/e21_train_real_0005_moderate_jpeg.jpg,Real,Wikimedia Commons (Category:Taken with iPhone 11),none,none,Apple iPhone,various,moderate_jpeg,jpeg65_subsampling420,65,1280,960,JPEG,219771,4c874ea55fdbe1511c96be5b089016fefa5bf9d2c938f725940ef73d84d16c41,dhash:8b8a263e37363e38;ahash:617f8283831f1f0f,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2e/1940_Nash_Ambassador_Six_four-door_Trunk_Back_Sedan_at_2019_AACA_Eastern_Regional_Fall_Meet_6of6.jpg/1280px-1940_Nash_Ambassador_Six_four-door_Trunk_Back_Sedan_at_2019_AACA_Eastern_Regional_Fall_Meet_6of6.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Creative Commons / Public Domain
e21_train_real_0005_severe_jpeg,e21_train_real_0005,train,images/train/e21_train_real_0005_severe_jpeg.jpg,Real,Wikimedia Commons (Category:Taken with iPhone 11),none,none,Apple iPhone,various,severe_jpeg,jpeg40_subsampling420,40,1280,960,JPEG,147045,6c458636cda8d8c07577b37be100997e4d93eb01549e74d634836e9e46839977,dhash:8b8a263e37363e38;ahash:617f8283831f1f0f,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2e/1940_Nash_Ambassador_Six_four-door_Trunk_Back_Sedan_at_2019_AACA_Eastern_Regional_Fall_Meet_6of6.jpg/1280px-1940_Nash_Ambassador_Six_four-door_Trunk_Back_Sedan_at_2019_AACA_Eastern_Regional_Fall_Meet_6of6.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Creative Commons / Public Domain
e21_train_real_0005_sequential_jpeg,e21_train_real_0005,train,images/train/e21_train_real_0005_sequential_jpeg.jpg,Real,Wikimedia Commons (Category:Taken with iPhone 11),none,none,Apple iPhone,various,sequential_jpeg,sequential_jpeg85_jpeg60,60,1280,960,JPEG,208742,7864c3684d29d24a0f83e63edb73426031d4dded2c585102c4feae0f130ab92a,dhash:8b8a263e37363e38;ahash:617f8283831f1f0f,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2e/1940_Nash_Ambassador_Six_four-door_Trunk_Back_Sedan_at_2019_AACA_Eastern_Regional_Fall_Meet_6of6.jpg/1280px-1940_Nash_Ambassador_Six_four-door_Trunk_Back_Sedan_at_2019_AACA_Eastern_Regional_Fall_Meet_6of6.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Creative Commons / Public Domain
e21_train_real_0005_resize_jpeg_resize,e21_train_real_0005,train,images/train/e21_train_real_0005_resize_jpeg_resize.jpg,Real,Wikimedia Commons (Category:Taken with iPhone 11),none,none,Apple iPhone,various,resize_jpeg_resize,downscale60_jpeg75_upscale,75,1280,960,JPEG,185942,f0acd99c8127f916846173af84aaee82d05bff4ec9419c71eba86a52460a184c,dhash:8b8a263e37363e38;ahash:617f8283831f1f0f,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2e/1940_Nash_Ambassador_Six_four-door_Trunk_Back_Sedan_at_2019_AACA_Eastern_Regional_Fall_Meet_6of6.jpg/1280px-1940_Nash_Ambassador_Six_four-door_Trunk_Back_Sedan_at_2019_AACA_Eastern_Regional_Fall_Meet_6of6.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Creative Commons / Public Domain
e21_train_real_0005_social_media_whatsapp,e21_train_real_0005,train,images/train/e21_train_real_0005_social_media_whatsapp.jpg,Real,Wikimedia Commons (Category:Taken with iPhone 11),none,none,Apple iPhone,various,social_media_whatsapp,whatsapp_simulation_1280px_q75,75,1280,960,JPEG,329565,4d82436027d9addd49a0ef059a9e8ed3724b3d06517d636305b500eda6c8d538,dhash:8b8a263e37363e38;ahash:617f8283831f1f0f,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2e/1940_Nash_Ambassador_Six_four-door_Trunk_Back_Sedan_at_2019_AACA_Eastern_Regional_Fall_Meet_6of6.jpg/1280px-1940_Nash_Ambassador_Six_four-door_Trunk_Back_Sedan_at_2019_AACA_Eastern_Regional_Fall_Meet_6of6.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Creative Commons / Public Domain
e21_train_real_0001_clean,e21_train_real_0001,train,images/train/e21_train_real_0001_clean.png,Real,Wikimedia Commons (Category:Taken with iPhone 11),none,none,Apple iPhone,various,clean,uncompressed,original,1280,960,PNG,1730006,ba2cb46ad9edff8dfa5d2d8a1d5bfcca3f4c762a7d440eb5c0ff12a096320764,dhash:030696e9ecec2307;ahash:e0c0c0003c7efbe3,https://thumb.wikimedia.org/wikipedia/commons/thumb/3/33/1949_Willys_Jeepster_in_pastel_aqua_at_2019_AACA_Hershey_meet_6of8.jpg/1280px-1949_Willys_Jeepster_in_pastel_aqua_at_2019_AACA_Hershey_meet_6of8.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Creative Commons / Public Domain
e21_train_real_0001_resize_jpeg,e21_train_real_0001,train,images/train/e21_train_real_0001_resize_jpeg.jpg,Real,Wikimedia Commons (Category:Taken with iPhone 11),none,none,Apple iPhone,various,resize_jpeg,resize_75pct_jpeg80,80,960,720,JPEG,130175,dbc46f8b1875db8c7dd607749b904b047506905fdfb0a7b449ceaa762c68f4f1,dhash:030696e9ecec2307;ahash:e0c0c0003c7efbe3,https://thumb.wikimedia.org/wikipedia/commons/thumb/3/33/1949_Willys_Jeepster_in_pastel_aqua_at_2019_AACA_Hershey_meet_6of8.jpg/1280px-1949_Willys_Jeepster_in_pastel_aqua_at_2019_AACA_Hershey_meet_6of8.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Creative Commons / Public Domain
