dataset,image_id,filepath,label,generator,device_family,degradation_type,prob_e6c,pred_e6c,correct_e6c,prob_e20,pred_e20,correct_e20,transition
E14_Clean,real_raise_supp_050_r1a8ee526t,data/final_external_pool/real/real_raise_supp_050_r1a8ee526t.png,Real,camera,RAISE-1k,clean,0.85302734375,1,0,0.12127685546875,0,1,E6C_wrong__E20_correct
E14_Clean,real_raise_022_r02f1ba48t,data/final_external_pool/real/real_raise_022_r02f1ba48t.png,Real,camera,RAISE-1k,clean,0.796875,1,0,0.0200958251953125,0,1,E6C_wrong__E20_correct
E14_Clean,ai_sb_glide_092_r0150031ft,data/final_external_pool/ai/ai_sb_glide_092_r0150031ft.png,AI,glide,Synthbuster,clean,0.9990234375,1,1,0.2802734375,0,0,E6C_correct__E20_wrong
E14_Clean,ai_sb_stable-diffusion-1-4_208_r1c9fdcf4t,data/final_external_pool/ai/ai_sb_stable-diffusion-1-4_208_r1c9fdcf4t.png,AI,stable-diffusion-1-4,Synthbuster,clean,0.84619140625,1,1,0.0181884765625,0,0,E6C_correct__E20_wrong
E14_Clean,ai_sb_stable-diffusion-1-3_151_r000da54ft,data/final_external_pool/ai/ai_sb_stable-diffusion-1-3_151_r000da54ft.png,AI,stable-diffusion-1-3,Synthbuster,clean,0.91796875,1,1,0.00955963134765625,0,0,E6C_correct__E20_wrong
E14_Clean,ai_sb_stable-diffusion-2_234_r1900f7c7t,data/final_external_pool/ai/ai_sb_stable-diffusion-2_234_r1900f7c7t.png,AI,stable-diffusion-2,Synthbuster,clean,0.0156707763671875,0,0,0.00142669677734375,0,0,E6C_wrong__E20_wrong
E14_Clean,ai_sb_firefly_088_r1c9fdcf4t,data/final_external_pool/ai/ai_sb_firefly_088_r1c9fdcf4t.png,AI,firefly,Synthbuster,clean,0.818359375,1,1,0.348388671875,0,0,E6C_correct__E20_wrong
E14_Clean,ai_sb_stable-diffusion-2_219_r08996953t,data/final_external_pool/ai/ai_sb_stable-diffusion-2_219_r08996953t.png,AI,stable-diffusion-2,Synthbuster,clean,0.97607421875,1,1,0.156005859375,0,0,E6C_correct__E20_wrong
E14_Clean,ai_sb_stable-diffusion-1-3_171_r159d3942t,data/final_external_pool/ai/ai_sb_stable-diffusion-1-3_171_r159d3942t.png,AI,stable-diffusion-1-3,Synthbuster,clean,0.277099609375,0,0,0.0030155181884765625,0,0,E6C_wrong__E20_wrong
E14_Clean,ai_sb_stable-diffusion-1-4_193_r0cd4ffb0t,data/final_external_pool/ai/ai_sb_stable-diffusion-1-4_193_r0cd4ffb0t.png,AI,stable-diffusion-1-4,Synthbuster,clean,0.990234375,1,1,0.1959228515625,0,0,E6C_correct__E20_wrong
E14_Clean,real_raise_170_r15f16465t,data/final_external_pool/real/real_raise_170_r15f16465t.png,Real,camera,RAISE-1k,clean,0.50732421875,1,0,0.01812744140625,0,1,E6C_wrong__E20_correct
E14_Clean,real_raise_097_r0c1f588dt,data/final_external_pool/real/real_raise_097_r0c1f588dt.png,Real,camera,RAISE-1k,clean,0.70751953125,1,0,0.01107025146484375,0,1,E6C_wrong__E20_correct
E14_Clean,real_raise_026_r0372042dt,data/final_external_pool/real/real_raise_026_r0372042dt.png,Real,camera,RAISE-1k,clean,0.6572265625,1,0,0.362548828125,0,1,E6C_wrong__E20_correct
E14_Clean,ai_sb_glide_107_r116825e2t,data/final_external_pool/ai/ai_sb_glide_107_r116825e2t.png,AI,glide,Synthbuster,clean,0.99951171875,1,1,0.383056640625,0,0,E6C_correct__E20_wrong
E14_Clean,real_raise_045_r05bf2f53t,data/final_external_pool/real/real_raise_045_r05bf2f53t.png,Real,camera,RAISE-1k,clean,0.5078125,1,0,0.369140625,0,1,E6C_wrong__E20_correct
E14_Clean,ai_sb_firefly_079_r138ad247t,data/final_external_pool/ai/ai_sb_firefly_079_r138ad247t.png,AI,firefly,Synthbuster,clean,0.0765380859375,0,0,0.01751708984375,0,0,E6C_wrong__E20_wrong
E14_Clean,ai_sb_firefly_090_r1e9082f9t,data/final_external_pool/ai/ai_sb_firefly_090_r1e9082f9t.png,AI,firefly,Synthbuster,clean,0.201171875,0,0,0.011871337890625,0,0,E6C_wrong__E20_wrong
E14_Clean,ai_sb_stable-diffusion-2_225_r0f5beb66t,data/final_external_pool/ai/ai_sb_stable-diffusion-2_225_r0f5beb66t.png,AI,stable-diffusion-2,Synthbuster,clean,0.859375,1,1,0.2254638671875,0,0,E6C_correct__E20_wrong
E14_Clean,ai_sb_supp_stable-diffusion-1-4_020_r002fc3e2t,data/final_external_pool/ai/ai_sb_supp_stable-diffusion-1-4_020_r002fc3e2t.png,AI,stable-diffusion-1-4,Synthbuster,clean,0.94287109375,1,1,0.0256195068359375,0,0,E6C_correct__E20_wrong
E14_Clean,ai_sb_glide_101_r0a9384b1t,data/final_external_pool/ai/ai_sb_glide_101_r0a9384b1t.png,AI,glide,Synthbuster,clean,0.9970703125,1,1,0.040252685546875,0,0,E6C_correct__E20_wrong
E14_Clean,real_raise_supp_028_r0f25b326t,data/final_external_pool/real/real_raise_supp_028_r0f25b326t.png,Real,camera,RAISE-1k,clean,0.59130859375,1,0,0.125732421875,0,1,E6C_wrong__E20_correct
E14_Clean,ai_sb_dalle2_022_r169c7350t,data/final_external_pool/ai/ai_sb_dalle2_022_r169c7350t.png,AI,dalle2,Synthbuster,clean,0.68310546875,1,1,0.322265625,0,0,E6C_correct__E20_wrong
E14_Clean,ai_sb_dalle2_012_r0b7b1156t,data/final_external_pool/ai/ai_sb_dalle2_012_r0b7b1156t.png,AI,dalle2,Synthbuster,clean,0.184814453125,0,0,0.151611328125,0,0,E6C_wrong__E20_wrong
E14_Clean,ai_sb_stable-diffusion-1-3_176_r1ad2de34t,data/final_external_pool/ai/ai_sb_stable-diffusion-1-3_176_r1ad2de34t.png,AI,stable-diffusion-1-3,Synthbuster,clean,0.94970703125,1,1,0.09686279296875,0,0,E6C_correct__E20_wrong
E14_Clean,ai_sb_firefly_076_r102b4aa4t,data/final_external_pool/ai/ai_sb_firefly_076_r102b4aa4t.png,AI,firefly,Synthbuster,clean,0.052825927734375,0,0,0.0273284912109375,0,0,E6C_wrong__E20_wrong
E14_Clean,ai_sb_supp_stable-diffusion-2_024_r00444b95t,data/final_external_pool/ai/ai_sb_supp_stable-diffusion-2_024_r00444b95t.png,AI,stable-diffusion-2,Synthbuster,clean,0.94287109375,1,1,0.02447509765625,0,0,E6C_correct__E20_wrong
E14_Clean,ai_sb_stable-diffusion-2_215_r045be2act,data/final_external_pool/ai/ai_sb_stable-diffusion-2_215_r045be2act.png,AI,stable-diffusion-2,Synthbuster,clean,0.97900390625,1,1,0.348388671875,0,0,E6C_correct__E20_wrong
E14_Clean,ai_sb_stable-diffusion-1-3_177_r1bdb6385t,data/final_external_pool/ai/ai_sb_stable-diffusion-1-3_177_r1bdb6385t.png,AI,stable-diffusion-1-3,Synthbuster,clean,0.8828125,1,1,0.01116180419921875,0,0,E6C_correct__E20_wrong
E14_Clean,ai_sb_stable-diffusion-2_212_r0150031ft,data/final_external_pool/ai/ai_sb_stable-diffusion-2_212_r0150031ft.png,AI,stable-diffusion-2,Synthbuster,clean,0.4384765625,0,0,0.011505126953125,0,0,E6C_wrong__E20_wrong
E14_Clean,ai_sb_dalle2_001_r000da54ft,data/final_external_pool/ai/ai_sb_dalle2_001_r000da54ft.png,AI,dalle2,Synthbuster,clean,0.424560546875,0,0,0.0217437744140625,0,0,E6C_wrong__E20_wrong
E14_Clean,real_raise_114_r0f137652t,data/final_external_pool/real/real_raise_114_r0f137652t.png,Real,camera,RAISE-1k,clean,0.7392578125,1,0,0.9345703125,1,0,E6C_wrong__E20_wrong
E14_Clean,real_raise_supp_001_r001d260dt,data/final_external_pool/real/real_raise_supp_001_r001d260dt.png,Real,camera,RAISE-1k,clean,0.89697265625,1,0,0.0709228515625,0,1,E6C_wrong__E20_correct
E14_Clean,ai_sb_stable-diffusion-1-3_170_r145221d9t,data/final_external_pool/ai/ai_sb_stable-diffusion-1-3_170_r145221d9t.png,AI,stable-diffusion-1-3,Synthbuster,clean,0.80126953125,1,1,0.01267242431640625,0,0,E6C_correct__E20_wrong
E14_Clean,ai_sb_glide_094_r0372042dt,data/final_external_pool/ai/ai_sb_glide_094_r0372042dt.png,AI,glide,Synthbuster,clean,0.994140625,1,1,0.488525390625,0,0,E6C_correct__E20_wrong
E14_Clean,real_raise_167_r15919202t,data/final_external_pool/real/real_raise_167_r15919202t.png,Real,camera,RAISE-1k,clean,0.69384765625,1,0,0.042572021484375,0,1,E6C_wrong__E20_correct
E14_Clean,real_raise_supp_060_r1f06581bt,data/final_external_pool/real/real_raise_supp_060_r1f06581bt.png,Real,camera,RAISE-1k,clean,0.681640625,1,0,0.09930419921875,0,1,E6C_wrong__E20_correct
E14_Clean,ai_sb_stable-diffusion-1-3_162_r0b7b1156t,data/final_external_pool/ai/ai_sb_stable-diffusion-1-3_162_r0b7b1156t.png,AI,stable-diffusion-1-3,Synthbuster,clean,0.9326171875,1,1,0.0345458984375,0,0,E6C_correct__E20_wrong
E14_Clean,real_raise_078_r09d7cd4et,data/final_external_pool/real/real_raise_078_r09d7cd4et.png,Real,camera,RAISE-1k,clean,0.86865234375,1,0,0.705078125,1,0,E6C_wrong__E20_wrong
E14_Clean,real_raise_085_r0aaa70c3t,data/final_external_pool/real/real_raise_085_r0aaa70c3t.png,Real,camera,RAISE-1k,clean,0.94140625,1,0,0.0640869140625,0,1,E6C_wrong__E20_correct
E14_Clean,ai_sb_firefly_081_r159d3942t,data/final_external_pool/ai/ai_sb_firefly_081_r159d3942t.png,AI,firefly,Synthbuster,clean,0.0034427642822265625,0,0,0.0160980224609375,0,0,E6C_wrong__E20_wrong
E14_Clean,ai_sb_stable-diffusion-2_236_r1ad2de34t,data/final_external_pool/ai/ai_sb_stable-diffusion-2_236_r1ad2de34t.png,AI,stable-diffusion-2,Synthbuster,clean,0.99658203125,1,1,0.327880859375,0,0,E6C_correct__E20_wrong
E14_Clean,ai_sb_stable-diffusion-1-3_153_r026b5360t,data/final_external_pool/ai/ai_sb_stable-diffusion-1-3_153_r026b5360t.png,AI,stable-diffusion-1-3,Synthbuster,clean,0.0965576171875,0,0,0.044525146484375,0,0,E6C_wrong__E20_wrong
E14_Clean,ai_sb_midjourney-v5_142_r169c7350t,data/final_external_pool/ai/ai_sb_midjourney-v5_142_r169c7350t.png,AI,midjourney-v5,Synthbuster,clean,0.78662109375,1,1,0.10540771484375,0,0,E6C_correct__E20_wrong
E14_Clean,ai_sb_dalle2_002_r0150031ft,data/final_external_pool/ai/ai_sb_dalle2_002_r0150031ft.png,AI,dalle2,Synthbuster,clean,0.342529296875,0,0,0.11993408203125,0,0,E6C_wrong__E20_wrong
E14_Clean,real_raise_038_r04cfa379t,data/final_external_pool/real/real_raise_038_r04cfa379t.png,Real,camera,RAISE-1k,clean,0.82666015625,1,0,0.1318359375,0,1,E6C_wrong__E20_correct
E14_Clean,ai_sb_dalle2_021_r159d3942t,data/final_external_pool/ai/ai_sb_dalle2_021_r159d3942t.png,AI,dalle2,Synthbuster,clean,0.0256195068359375,0,0,0.0236968994140625,0,0,E6C_wrong__E20_wrong
E14_Clean,ai_sb_glide_095_r045be2act,data/final_external_pool/ai/ai_sb_glide_095_r045be2act.png,AI,glide,Synthbuster,clean,0.99609375,1,1,0.11181640625,0,0,E6C_correct__E20_wrong
E14_Clean,ai_sb_stable-diffusion-1-3_169_r138ad247t,data/final_external_pool/ai/ai_sb_stable-diffusion-1-3_169_r138ad247t.png,AI,stable-diffusion-1-3,Synthbuster,clean,0.048858642578125,0,0,0.0215301513671875,0,0,E6C_wrong__E20_wrong
E14_Clean,real_raise_093_r0b841e5at,data/final_external_pool/real/real_raise_093_r0b841e5at.png,Real,camera,RAISE-1k,clean,0.85693359375,1,0,0.25390625,0,1,E6C_wrong__E20_correct
E14_Clean,ai_sb_stable-diffusion-2_216_r056f233bt,data/final_external_pool/ai/ai_sb_stable-diffusion-2_216_r056f233bt.png,AI,stable-diffusion-2,Synthbuster,clean,0.2237548828125,0,0,0.288818359375,0,0,E6C_wrong__E20_wrong
E14_Clean,real_raise_119_r0f8e5907t,data/final_external_pool/real/real_raise_119_r0f8e5907t.png,Real,camera,RAISE-1k,clean,0.53857421875,1,0,0.0090179443359375,0,1,E6C_wrong__E20_correct
E14_Clean,ai_sb_dalle2_018_r1297fd0bt,data/final_external_pool/ai/ai_sb_dalle2_018_r1297fd0bt.png,AI,dalle2,Synthbuster,clean,0.496337890625,0,0,0.0026836395263671875,0,0,E6C_wrong__E20_wrong
E14_Clean,ai_sb_supp_stable-diffusion-1-4_021_r00444b95t,data/final_external_pool/ai/ai_sb_supp_stable-diffusion-1-4_021_r00444b95t.png,AI,stable-diffusion-1-4,Synthbuster,clean,0.96240234375,1,1,0.011688232421875,0,0,E6C_correct__E20_wrong
E14_Clean,real_raise_213_r1b4e82c4t,data/final_external_pool/real/real_raise_213_r1b4e82c4t.png,Real,camera,RAISE-1k,clean,0.95361328125,1,0,0.2705078125,0,1,E6C_wrong__E20_correct
E14_Clean,ai_sb_stable-diffusion-1-4_196_r102b4aa4t,data/final_external_pool/ai/ai_sb_stable-diffusion-1-4_196_r102b4aa4t.png,AI,stable-diffusion-1-4,Synthbuster,clean,0.98095703125,1,1,0.051544189453125,0,0,E6C_correct__E20_wrong
E14_Clean,ai_sb_dalle2_026_r1ad2de34t,data/final_external_pool/ai/ai_sb_dalle2_026_r1ad2de34t.png,AI,dalle2,Synthbuster,clean,0.1070556640625,0,0,0.00070953369140625,0,0,E6C_wrong__E20_wrong
E14_Clean,ai_sb_midjourney-v5_149_r1d9a31fct,data/final_external_pool/ai/ai_sb_midjourney-v5_149_r1d9a31fct.png,AI,midjourney-v5,Synthbuster,clean,0.0560302734375,0,0,0.12939453125,0,0,E6C_wrong__E20_wrong
E14_Clean,ai_sb_glide_108_r1297fd0bt,data/final_external_pool/ai/ai_sb_glide_108_r1297fd0bt.png,AI,glide,Synthbuster,clean,0.95751953125,1,1,0.371826171875,0,0,E6C_correct__E20_wrong
E14_Clean,ai_sb_stable-diffusion-2_233_r17fe8532t,data/final_external_pool/ai/ai_sb_stable-diffusion-2_233_r17fe8532t.png,AI,stable-diffusion-2,Synthbuster,clean,0.6474609375,1,1,0.493896484375,0,0,E6C_correct__E20_wrong
E14_Clean,ai_sb_stable-diffusion-2_224_r0e7b407bt,data/final_external_pool/ai/ai_sb_stable-diffusion-2_224_r0e7b407bt.png,AI,stable-diffusion-2,Synthbuster,clean,0.8740234375,1,1,0.1590576171875,0,0,E6C_correct__E20_wrong
E14_Clean,ai_sb_firefly_083_r17fe8532t,data/final_external_pool/ai/ai_sb_firefly_083_r17fe8532t.png,AI,firefly,Synthbuster,clean,0.822265625,1,1,0.43505859375,0,0,E6C_correct__E20_wrong
E14_Clean,ai_sb_stable-diffusion-1-4_210_r1e9082f9t,data/final_external_pool/ai/ai_sb_stable-diffusion-1-4_210_r1e9082f9t.png,AI,stable-diffusion-1-4,Synthbuster,clean,0.99072265625,1,1,0.44189453125,0,0,E6C_correct__E20_wrong
E14_Clean,ai_sb_dalle2_030_r1e9082f9t,data/final_external_pool/ai/ai_sb_dalle2_030_r1e9082f9t.png,AI,dalle2,Synthbuster,clean,0.340576171875,0,0,0.03839111328125,0,0,E6C_wrong__E20_wrong
E14_Clean,real_raise_100_r0c9910e4t,data/final_external_pool/real/real_raise_100_r0c9910e4t.png,Real,camera,RAISE-1k,clean,0.140380859375,0,1,0.8720703125,1,0,E6C_correct__E20_wrong
E14_Clean,ai_sb_dalle2_027_r1bdb6385t,data/final_external_pool/ai/ai_sb_dalle2_027_r1bdb6385t.png,AI,dalle2,Synthbuster,clean,0.96484375,1,1,0.4580078125,0,0,E6C_correct__E20_wrong
E14_Clean,ai_sb_glide_106_r102b4aa4t,data/final_external_pool/ai/ai_sb_glide_106_r102b4aa4t.png,AI,glide,Synthbuster,clean,0.97412109375,1,1,0.09136962890625,0,0,E6C_correct__E20_wrong
E14_Clean,ai_sb_dalle2_025_r1a2095b2t,data/final_external_pool/ai/ai_sb_dalle2_025_r1a2095b2t.png,AI,dalle2,Synthbuster,clean,0.978515625,1,1,0.1915283203125,0,0,E6C_correct__E20_wrong
E14_Degraded,real_raise_135_r11850456t_test_whatsapp_q75,data/final_external_pool/final_test_degraded/real_raise_135_r11850456t_test_whatsapp_q75.jpg,Real,camera,unknown,"WhatsApp-tier JPEG (L1280, Q75, 4:2:0)",0.8779296875,1,0,0.0276947021484375,0,1,E6C_wrong__E20_correct
E14_Degraded,real_raise_135_r11850456t_test_resize_q80,data/final_external_pool/final_test_degraded/real_raise_135_r11850456t_test_resize_q80.jpg,Real,camera,unknown,Resize (L1080) + JPEG Q80 (4:2:0),0.892578125,1,0,0.0268096923828125,0,1,E6C_wrong__E20_correct
E14_Degraded,real_raise_122_r0fbe1b0ft_test_resize_q80,data/final_external_pool/final_test_degraded/real_raise_122_r0fbe1b0ft_test_resize_q80.jpg,Real,camera,unknown,Resize (L1080) + JPEG Q80 (4:2:0),0.0022258758544921875,0,1,0.923828125,1,0,E6C_correct__E20_wrong
E14_Degraded,real_raise_supp_026_r0dd6e8f4t_test_whatsapp_q75,data/final_external_pool/final_test_degraded/real_raise_supp_026_r0dd6e8f4t_test_whatsapp_q75.jpg,Real,camera,unknown,"WhatsApp-tier JPEG (L1280, Q75, 4:2:0)",0.767578125,1,0,0.01238250732421875,0,1,E6C_wrong__E20_correct
E14_Degraded,real_raise_supp_026_r0dd6e8f4t_test_resize_q80,data/final_external_pool/final_test_degraded/real_raise_supp_026_r0dd6e8f4t_test_resize_q80.jpg,Real,camera,unknown,Resize (L1080) + JPEG Q80 (4:2:0),0.7529296875,1,0,0.012054443359375,0,1,E6C_wrong__E20_correct
E14_Degraded,real_raise_supp_026_r0dd6e8f4t_test_double_jpeg,data/final_external_pool/final_test_degraded/real_raise_supp_026_r0dd6e8f4t_test_double_jpeg.jpg,Real,camera,unknown,"Double JPEG (L1280, Q80->Q70, 4:2:0)",0.7685546875,1,0,0.011962890625,0,1,E6C_wrong__E20_correct
E14_Degraded,ai_sb_stable-diffusion-1-3_154_r0372042dt_test_whatsapp_q75,data/final_external_pool/final_test_degraded/ai_sb_stable-diffusion-1-3_154_r0372042dt_test_whatsapp_q75.jpg,AI,stable-diffusion-1-3,unknown,"WhatsApp-tier JPEG (L1280, Q75, 4:2:0)",0.3154296875,0,0,0.419677734375,0,0,E6C_wrong__E20_wrong
E14_Degraded,ai_sb_stable-diffusion-1-3_154_r0372042dt_test_resize_q80,data/final_external_pool/final_test_degraded/ai_sb_stable-diffusion-1-3_154_r0372042dt_test_resize_q80.jpg,AI,stable-diffusion-1-3,unknown,Resize (L1080) + JPEG Q80 (4:2:0),0.447998046875,0,0,0.40185546875,0,0,E6C_wrong__E20_wrong
E14_Degraded,ai_sb_stable-diffusion-1-3_154_r0372042dt_test_double_jpeg,data/final_external_pool/final_test_degraded/ai_sb_stable-diffusion-1-3_154_r0372042dt_test_double_jpeg.jpg,AI,stable-diffusion-1-3,unknown,"Double JPEG (L1280, Q80->Q70, 4:2:0)",0.038909912109375,0,0,0.467041015625,0,0,E6C_wrong__E20_wrong
E14_Degraded,ai_sb_firefly_065_r045be2act_test_whatsapp_q75,data/final_external_pool/final_test_degraded/ai_sb_firefly_065_r045be2act_test_whatsapp_q75.jpg,AI,firefly,unknown,"WhatsApp-tier JPEG (L1280, Q75, 4:2:0)",0.0312042236328125,0,0,0.0041656494140625,0,0,E6C_wrong__E20_wrong
E14_Degraded,ai_sb_firefly_065_r045be2act_test_resize_q80,data/final_external_pool/final_test_degraded/ai_sb_firefly_065_r045be2act_test_resize_q80.jpg,AI,firefly,unknown,Resize (L1080) + JPEG Q80 (4:2:0),0.03802490234375,0,0,0.00394439697265625,0,0,E6C_wrong__E20_wrong
E14_Degraded,ai_sb_firefly_065_r045be2act_test_double_jpeg,data/final_external_pool/final_test_degraded/ai_sb_firefly_065_r045be2act_test_double_jpeg.jpg,AI,firefly,unknown,"Double JPEG (L1280, Q80->Q70, 4:2:0)",0.006290435791015625,0,0,0.003185272216796875,0,0,E6C_wrong__E20_wrong
E14_Degraded,ai_sb_stable-diffusion-1-3_161_r0a9384b1t_test_whatsapp_q75,data/final_external_pool/final_test_degraded/ai_sb_stable-diffusion-1-3_161_r0a9384b1t_test_whatsapp_q75.jpg,AI,stable-diffusion-1-3,unknown,"WhatsApp-tier JPEG (L1280, Q75, 4:2:0)",0.94580078125,1,1,0.0207977294921875,0,0,E6C_correct__E20_wrong
E14_Degraded,ai_sb_stable-diffusion-1-3_161_r0a9384b1t_test_resize_q80,data/final_external_pool/final_test_degraded/ai_sb_stable-diffusion-1-3_161_r0a9384b1t_test_resize_q80.jpg,AI,stable-diffusion-1-3,unknown,Resize (L1080) + JPEG Q80 (4:2:0),0.94287109375,1,1,0.0197906494140625,0,0,E6C_correct__E20_wrong
E14_Degraded,ai_sb_stable-diffusion-1-3_161_r0a9384b1t_test_double_jpeg,data/final_external_pool/final_test_degraded/ai_sb_stable-diffusion-1-3_161_r0a9384b1t_test_double_jpeg.jpg,AI,stable-diffusion-1-3,unknown,"Double JPEG (L1280, Q80->Q70, 4:2:0)",0.52734375,1,1,0.01495361328125,0,0,E6C_correct__E20_wrong
E14_Degraded,ai_sb_stable-diffusion-1-4_188_r07cfb432t_test_whatsapp_q75,data/final_external_pool/final_test_degraded/ai_sb_stable-diffusion-1-4_188_r07cfb432t_test_whatsapp_q75.jpg,AI,stable-diffusion-1-4,unknown,"WhatsApp-tier JPEG (L1280, Q75, 4:2:0)",0.9951171875,1,1,0.1988525390625,0,0,E6C_correct__E20_wrong
