image_path,label,domain,generator_or_device,source_dataset,source_url,split,intended_role,license_provenance,license_notes,original_id,file_format,resolution,size_bytes,sha256,dhash_hex,ahash_hex,status
data/e5_external/modern_ai/flux_dev/0003.png,ai,modern_ai,FLUX.1 [dev],LukasT9/Flux-1-Dev-Images-1k,https://huggingface.co/datasets/LukasT9/Flux-1-Dev-Images-1k/resolve/main/images/0003.png,train,training,FLUX.1 [dev] Non-Commercial License (BFL) / HF repo labeled Apache-2.0 by LukasT9,Permitted for academic non-commercial research & model development. Non-commercial restriction applies from BFL base model.,0003.png,PNG,1024x1024,2003032,0e98d140285468c1185bc45b97dd8a9e620325a04cf8b296aa76896a9a144c3d,d0c8e0f090d8eb99,7fff7e1000000000,accepted
data/e5_external/modern_ai/flux_dev/0012.png,ai,modern_ai,FLUX.1 [dev],LukasT9/Flux-1-Dev-Images-1k,https://huggingface.co/datasets/LukasT9/Flux-1-Dev-Images-1k/resolve/main/images/0012.png,train,training,FLUX.1 [dev] Non-Commercial License (BFL) / HF repo labeled Apache-2.0 by LukasT9,Permitted for academic non-commercial research & model development. Non-commercial restriction applies from BFL base model.,0012.png,PNG,1024x1024,1490035,64ba7da652888790b714c9036f6b52b0b5e46c07848fa017efb2de9ac6be1ee7,cce8b0b2d0d9c0d4,7e3c1818007c7e7e,accepted
data/e5_external/modern_ai/flux_dev/0005.png,ai,modern_ai,FLUX.1 [dev],LukasT9/Flux-1-Dev-Images-1k,https://huggingface.co/datasets/LukasT9/Flux-1-Dev-Images-1k/resolve/main/images/0005.png,train,training,FLUX.1 [dev] Non-Commercial License (BFL) / HF repo labeled Apache-2.0 by LukasT9,Permitted for academic non-commercial research & model development. Non-commercial restriction applies from BFL base model.,0005.png,PNG,1024x1024,1242219,ec2c3363fde5ccd34dcd8c14e34b012395d3dd372f722b6af86497dab35c7de1,9888cad2da998880,00efee2800ccf4e0,accepted
data/e5_external/modern_ai/flux_dev/0014.png,ai,modern_ai,FLUX.1 [dev],LukasT9/Flux-1-Dev-Images-1k,https://huggingface.co/datasets/LukasT9/Flux-1-Dev-Images-1k/resolve/main/images/0014.png,train,training,FLUX.1 [dev] Non-Commercial License (BFL) / HF repo labeled Apache-2.0 by LukasT9,Permitted for academic non-commercial research & model development. Non-commercial restriction applies from BFL base model.,0014.png,PNG,1024x1024,1040256,f66aeffcb618d900f187ef1b97f9bbd6780cb1a1fbe38902090c5a290621e836,e8f0f0f0ccf0e0c0,3c7e7e7e24000000,accepted
data/e5_external/modern_ai/flux_dev/0018.png,ai,modern_ai,FLUX.1 [dev],LukasT9/Flux-1-Dev-Images-1k,https://huggingface.co/datasets/LukasT9/Flux-1-Dev-Images-1k/resolve/main/images/0018.png,train,training,FLUX.1 [dev] Non-Commercial License (BFL) / HF repo labeled Apache-2.0 by LukasT9,Permitted for academic non-commercial research & model development. Non-commercial restriction applies from BFL base model.,0018.png,PNG,1024x1024,1879066,66a56fe9dd8884e4107428538c70e1fa3cedb0b65805c25a6351af92b9297a5b,d8f8d8f2f099e8f4,7e7e7e7878000000,accepted
data/e5_external/modern_ai/flux_dev/0016.png,ai,modern_ai,FLUX.1 [dev],LukasT9/Flux-1-Dev-Images-1k,https://huggingface.co/datasets/LukasT9/Flux-1-Dev-Images-1k/resolve/main/images/0016.png,train,training,FLUX.1 [dev] Non-Commercial License (BFL) / HF repo labeled Apache-2.0 by LukasT9,Permitted for academic non-commercial research & model development. Non-commercial restriction applies from BFL base model.,0016.png,PNG,1024x1024,1250531,2dcd681b393787122f44d9f8f83b350d930b3bb5cfe698efe755c492ce57cfa6,c0c8c0c4d2c1e0c0,7c7c7c7270303860,accepted
data/e5_external/modern_ai/flux_dev/0017.png,ai,modern_ai,FLUX.1 [dev],LukasT9/Flux-1-Dev-Images-1k,https://huggingface.co/datasets/LukasT9/Flux-1-Dev-Images-1k/resolve/main/images/0017.png,train,training,FLUX.1 [dev] Non-Commercial License (BFL) / HF repo labeled Apache-2.0 by LukasT9,Permitted for academic non-commercial research & model development. Non-commercial restriction applies from BFL base model.,0017.png,PNG,1024x1024,1222559,e9e7eb8312cb0d5757b112ff48cd635b1590d3e62efd4151eff77518999a6a26,908cccc8d8c88c8c,08e6e66400ece6e6,accepted
data/e5_external/modern_ai/flux_dev/0019.png,ai,modern_ai,FLUX.1 [dev],LukasT9/Flux-1-Dev-Images-1k,https://huggingface.co/datasets/LukasT9/Flux-1-Dev-Images-1k/resolve/main/images/0019.png,train,training,FLUX.1 [dev] Non-Commercial License (BFL) / HF repo labeled Apache-2.0 by LukasT9,Permitted for academic non-commercial research & model development. Non-commercial restriction applies from BFL base model.,0019.png,PNG,1024x1024,1196553,4270fb7a40e75ca950d67f42a0d41fe83ef17002e415e77ab85f42a1f02a54d8,d0e8e8d29c0dcccc,7c7c7c2842c50444,accepted
data/e5_external/modern_ai/flux_dev/0026.png,ai,modern_ai,FLUX.1 [dev],LukasT9/Flux-1-Dev-Images-1k,https://huggingface.co/datasets/LukasT9/Flux-1-Dev-Images-1k/resolve/main/images/0026.png,train,training,FLUX.1 [dev] Non-Commercial License (BFL) / HF repo labeled Apache-2.0 by LukasT9,Permitted for academic non-commercial research & model development. Non-commercial restriction applies from BFL base model.,0026.png,PNG,1024x1024,1234601,9ec4c7903ce42d990bedf0cc869161fb2af2201e7a70dd8df55a8cb6289df445,f0c8ccccc8c8cccc,7e6f6e2000000444,accepted
data/e5_external/modern_ai/flux_dev/0021.png,ai,modern_ai,FLUX.1 [dev],LukasT9/Flux-1-Dev-Images-1k,https://huggingface.co/datasets/LukasT9/Flux-1-Dev-Images-1k/resolve/main/images/0021.png,train,training,FLUX.1 [dev] Non-Commercial License (BFL) / HF repo labeled Apache-2.0 by LukasT9,Permitted for academic non-commercial research & model development. Non-commercial restriction applies from BFL base model.,0021.png,PNG,1024x1024,1434221,2b07598bb4bf6009206415652aded292c6bafc861b4550c5663c26a5ae835cfd,d8d8b6529219f994,3e7ffffb01800064,accepted
data/e5_external/modern_ai/flux_dev/0025.png,ai,modern_ai,FLUX.1 [dev],LukasT9/Flux-1-Dev-Images-1k,https://huggingface.co/datasets/LukasT9/Flux-1-Dev-Images-1k/resolve/main/images/0025.png,train,training,FLUX.1 [dev] Non-Commercial License (BFL) / HF repo labeled Apache-2.0 by LukasT9,Permitted for academic non-commercial research & model development. Non-commercial restriction applies from BFL base model.,0025.png,PNG,1024x1024,1503870,386490ed914dc84f89c59765e88e50b07c4659c19b1eea13adaac35af2c4d916,f0e0f0f0dcb0f1f0,18fefe3800783c3c,accepted
data/e5_external/modern_ai/flux_dev/0022.png,ai,modern_ai,FLUX.1 [dev],LukasT9/Flux-1-Dev-Images-1k,https://huggingface.co/datasets/LukasT9/Flux-1-Dev-Images-1k/resolve/main/images/0022.png,train,training,FLUX.1 [dev] Non-Commercial License (BFL) / HF repo labeled Apache-2.0 by LukasT9,Permitted for academic non-commercial research & model development. Non-commercial restriction applies from BFL base model.,0022.png,PNG,1024x1024,1461756,bd36a0b5863221435937107a18a2f332484e1c1004a600684d1452edf8ba3331,d0d8c0829389ccd4,787c7c6040c0e6f0,accepted
data/e5_external/modern_ai/flux_dev/0023.png,ai,modern_ai,FLUX.1 [dev],LukasT9/Flux-1-Dev-Images-1k,https://huggingface.co/datasets/LukasT9/Flux-1-Dev-Images-1k/resolve/main/images/0023.png,train,training,FLUX.1 [dev] Non-Commercial License (BFL) / HF repo labeled Apache-2.0 by LukasT9,Permitted for academic non-commercial research & model development. Non-commercial restriction applies from BFL base model.,0023.png,PNG,1024x1024,1211171,2689c87c1e8f80cc5a62223cd5d9185b717b7c409a2da0d97f48217324d31c7a,f0ccc4725a29e8d9,3824303808fc7e00,accepted
data/e5_external/modern_ai/flux_dev/0020.png,ai,modern_ai,FLUX.1 [dev],LukasT9/Flux-1-Dev-Images-1k,https://huggingface.co/datasets/LukasT9/Flux-1-Dev-Images-1k/resolve/main/images/0020.png,train,training,FLUX.1 [dev] Non-Commercial License (BFL) / HF repo labeled Apache-2.0 by LukasT9,Permitted for academic non-commercial research & model development. Non-commercial restriction applies from BFL base model.,0020.png,PNG,1024x1024,1462337,c4610b0e0a6cb2b68931e2efedbb25f50fbd9117811d534881e64f44fb74ab33,f0c8c8d29898c4cc,7c7ffce040640000,accepted
data/e5_external/modern_ai/flux_dev/0027.png,ai,modern_ai,FLUX.1 [dev],LukasT9/Flux-1-Dev-Images-1k,https://huggingface.co/datasets/LukasT9/Flux-1-Dev-Images-1k/resolve/main/images/0027.png,train,training,FLUX.1 [dev] Non-Commercial License (BFL) / HF repo labeled Apache-2.0 by LukasT9,Permitted for academic non-commercial research & model development. Non-commercial restriction applies from BFL base model.,0027.png,PNG,1024x1024,1251946,38fce611317a08016c266e5fb626a73ec2c0e1fcb44fa8782b1696522d43ebca,f8c8c0c08101c184,3e7e7c78608060e0,accepted
data/e5_external/modern_ai/flux_dev/0029.png,ai,modern_ai,FLUX.1 [dev],LukasT9/Flux-1-Dev-Images-1k,https://huggingface.co/datasets/LukasT9/Flux-1-Dev-Images-1k/resolve/main/images/0029.png,train,training,FLUX.1 [dev] Non-Commercial License (BFL) / HF repo labeled Apache-2.0 by LukasT9,Permitted for academic non-commercial research & model development. Non-commercial restriction applies from BFL base model.,0029.png,PNG,1024x1024,2124197,80c3c96b2a5f1a28ea260dfd500c7ae8f93f0500e9a652a3990a66efae95e13e,c0c0800204818dc0,fcfcf8e0e0c0e0e0,accepted
data/e5_external/modern_ai/flux_dev/0032.png,ai,modern_ai,FLUX.1 [dev],LukasT9/Flux-1-Dev-Images-1k,https://huggingface.co/datasets/LukasT9/Flux-1-Dev-Images-1k/resolve/main/images/0032.png,train,training,FLUX.1 [dev] Non-Commercial License (BFL) / HF repo labeled Apache-2.0 by LukasT9,Permitted for academic non-commercial research & model development. Non-commercial restriction applies from BFL base model.,0032.png,PNG,1024x1024,1595742,f7fa2d6c41f5d0c8e6be52ecd56651cd65a0c75953eed25b113f6e0c52db7a18,00000084c268c6d0,80e0f8feff000000,accepted
data/e5_external/modern_ai/flux_dev/0030.png,ai,modern_ai,FLUX.1 [dev],LukasT9/Flux-1-Dev-Images-1k,https://huggingface.co/datasets/LukasT9/Flux-1-Dev-Images-1k/resolve/main/images/0030.png,train,training,FLUX.1 [dev] Non-Commercial License (BFL) / HF repo labeled Apache-2.0 by LukasT9,Permitted for academic non-commercial research & model development. Non-commercial restriction applies from BFL base model.,0030.png,PNG,1024x1024,1039352,24b33ef5be3f4e19595b1cd4e488da76f0e0b347d31b846cf1b58b61817daf79,d0ccd0e2cc096dd4,7c7c7c78608405e4,accepted
data/e5_external/modern_ai/flux_dev/0028.png,ai,modern_ai,FLUX.1 [dev],LukasT9/Flux-1-Dev-Images-1k,https://huggingface.co/datasets/LukasT9/Flux-1-Dev-Images-1k/resolve/main/images/0028.png,train,training,FLUX.1 [dev] Non-Commercial License (BFL) / HF repo labeled Apache-2.0 by LukasT9,Permitted for academic non-commercial research & model development. Non-commercial restriction applies from BFL base model.,0028.png,PNG,1024x1024,1779468,31608dd9004db0fd421451280883a84219233d1be585d9ac455995e03009febb,f0e8f0d29b19cccc,7ffffef8e8cc0000,accepted
data/e5_external/modern_ai/flux_dev/0031.png,ai,modern_ai,FLUX.1 [dev],LukasT9/Flux-1-Dev-Images-1k,https://huggingface.co/datasets/LukasT9/Flux-1-Dev-Images-1k/resolve/main/images/0031.png,train,training,FLUX.1 [dev] Non-Commercial License (BFL) / HF repo labeled Apache-2.0 by LukasT9,Permitted for academic non-commercial research & model development. Non-commercial restriction applies from BFL base model.,0031.png,PNG,1024x1024,2051196,6b9154ef6f6646124c1cbbf5cc9cd203fd086dff1016fe14de5126d00713114e,e0f8f0f0f0b0e8cc,7e7c7c1818080000,accepted
data/e5_external/modern_ai/flux_dev/0033.png,ai,modern_ai,FLUX.1 [dev],LukasT9/Flux-1-Dev-Images-1k,https://huggingface.co/datasets/LukasT9/Flux-1-Dev-Images-1k/resolve/main/images/0033.png,train,training,FLUX.1 [dev] Non-Commercial License (BFL) / HF repo labeled Apache-2.0 by LukasT9,Permitted for academic non-commercial research & model development. Non-commercial restriction applies from BFL base model.,0033.png,PNG,1024x1024,1739023,9924bc43d73211cc6920bee78623d9c59a3e2302eb4b2af0517a7b8bbb8d2f75,f0f8f0c2d099cd84,1c3eff7f78c00000,accepted
data/e5_external/modern_ai/flux_dev/0036.png,ai,modern_ai,FLUX.1 [dev],LukasT9/Flux-1-Dev-Images-1k,https://huggingface.co/datasets/LukasT9/Flux-1-Dev-Images-1k/resolve/main/images/0036.png,train,training,FLUX.1 [dev] Non-Commercial License (BFL) / HF repo labeled Apache-2.0 by LukasT9,Permitted for academic non-commercial research & model development. Non-commercial restriction applies from BFL base model.,0036.png,PNG,1024x1024,1635636,80c60f1b7302a6e253f69ae591bd45fe90321529e34714313d1581cf1898cb1b,f0f0f0d3d0d9d9d0,3c3c3c185c3c0808,accepted
data/e5_external/modern_ai/flux_dev/0035.png,ai,modern_ai,FLUX.1 [dev],LukasT9/Flux-1-Dev-Images-1k,https://huggingface.co/datasets/LukasT9/Flux-1-Dev-Images-1k/resolve/main/images/0035.png,train,training,FLUX.1 [dev] Non-Commercial License (BFL) / HF repo labeled Apache-2.0 by LukasT9,Permitted for academic non-commercial research & model development. Non-commercial restriction applies from BFL base model.,0035.png,PNG,1024x1024,2036124,84a034aa8bb8a6f440566928edc48a9e0a53d6aa2f6b51e63a08adcc2e92a431,d2cac872d299e9d0,182e7eb87efc3440,accepted
data/e5_external/modern_ai/flux_dev/0037.png,ai,modern_ai,FLUX.1 [dev],LukasT9/Flux-1-Dev-Images-1k,https://huggingface.co/datasets/LukasT9/Flux-1-Dev-Images-1k/resolve/main/images/0037.png,train,training,FLUX.1 [dev] Non-Commercial License (BFL) / HF repo labeled Apache-2.0 by LukasT9,Permitted for academic non-commercial research & model development. Non-commercial restriction applies from BFL base model.,0037.png,PNG,1024x1024,1546532,d77a515f227915e2ae22316b1ffde48a344f8c1bdbf4d98de0cbe8a12e94a422,f8f8f2d6183b73cc,7e7f7efa0c000000,accepted
data/e5_external/modern_ai/flux_dev/0034.png,ai,modern_ai,FLUX.1 [dev],LukasT9/Flux-1-Dev-Images-1k,https://huggingface.co/datasets/LukasT9/Flux-1-Dev-Images-1k/resolve/main/images/0034.png,train,training,FLUX.1 [dev] Non-Commercial License (BFL) / HF repo labeled Apache-2.0 by LukasT9,Permitted for academic non-commercial research & model development. Non-commercial restriction applies from BFL base model.,0034.png,PNG,1024x1024,1415247,a5c0e2f66d3e68f062b91c2ee90faea8cce53ddf7e80f0011aa617e4c4d65b6e,f0e8b07251d9c1c0,00fffffe080c6060,accepted
data/e5_external/modern_ai/flux_dev/0040.png,ai,modern_ai,FLUX.1 [dev],LukasT9/Flux-1-Dev-Images-1k,https://huggingface.co/datasets/LukasT9/Flux-1-Dev-Images-1k/resolve/main/images/0040.png,train,training,FLUX.1 [dev] Non-Commercial License (BFL) / HF repo labeled Apache-2.0 by LukasT9,Permitted for academic non-commercial research & model development. Non-commercial restriction applies from BFL base model.,0040.png,PNG,1024x1024,1329047,cd52e3cc7c170eb1a2a771da9d39b59a846b70aaa89eebc9c8b010757dc364e2,d2ca4052d25becd0,38fffe3808001428,accepted
data/e5_external/modern_ai/flux_dev/0039.png,ai,modern_ai,FLUX.1 [dev],LukasT9/Flux-1-Dev-Images-1k,https://huggingface.co/datasets/LukasT9/Flux-1-Dev-Images-1k/resolve/main/images/0039.png,train,training,FLUX.1 [dev] Non-Commercial License (BFL) / HF repo labeled Apache-2.0 by LukasT9,Permitted for academic non-commercial research & model development. Non-commercial restriction applies from BFL base model.,0039.png,PNG,1024x1024,1484858,c3adba9befb308378d5d171e9fd6123cc736e2d08f9da69866084593a2fed57a,70c8c9b21213c385,083efcfad8e8f0e0,accepted
data/e5_external/modern_ai/flux_dev/0045.png,ai,modern_ai,FLUX.1 [dev],LukasT9/Flux-1-Dev-Images-1k,https://huggingface.co/datasets/LukasT9/Flux-1-Dev-Images-1k/resolve/main/images/0045.png,train,training,FLUX.1 [dev] Non-Commercial License (BFL) / HF repo labeled Apache-2.0 by LukasT9,Permitted for academic non-commercial research & model development. Non-commercial restriction applies from BFL base model.,0045.png,PNG,1024x1024,1891842,70deeb0697de46d68ccc2e268befee2bd1f70671e69ed3e2999746b4e53e8867,f0f0e0f2e0e1e4f0,0808f8f8f0fcfffe,accepted
data/e5_external/modern_ai/flux_dev/0041.png,ai,modern_ai,FLUX.1 [dev],LukasT9/Flux-1-Dev-Images-1k,https://huggingface.co/datasets/LukasT9/Flux-1-Dev-Images-1k/resolve/main/images/0041.png,train,training,FLUX.1 [dev] Non-Commercial License (BFL) / HF repo labeled Apache-2.0 by LukasT9,Permitted for academic non-commercial research & model development. Non-commercial restriction applies from BFL base model.,0041.png,PNG,1024x1024,1797893,807a2a1463d8dce9b2219a519a39f385e5316eba2d4688cf9b8cb3bcbeb8e9ba,f8f8f0707898e8dc,1c3c3c3c1c7c3400,accepted
data/e5_external/modern_ai/flux_dev/0047.png,ai,modern_ai,FLUX.1 [dev],LukasT9/Flux-1-Dev-Images-1k,https://huggingface.co/datasets/LukasT9/Flux-1-Dev-Images-1k/resolve/main/images/0047.png,train,training,FLUX.1 [dev] Non-Commercial License (BFL) / HF repo labeled Apache-2.0 by LukasT9,Permitted for academic non-commercial research & model development. Non-commercial restriction applies from BFL base model.,0047.png,PNG,1024x1024,1641006,cd30f97dd11f2eb0f87309b98bc19c3d7348ea613dec3ba9774dcdfed1860dd1,f0e8e0f0d0c0c0d0,fefefcf878600000,accepted
data/e5_external/modern_ai/flux_dev/0042.png,ai,modern_ai,FLUX.1 [dev],LukasT9/Flux-1-Dev-Images-1k,https://huggingface.co/datasets/LukasT9/Flux-1-Dev-Images-1k/resolve/main/images/0042.png,train,training,FLUX.1 [dev] Non-Commercial License (BFL) / HF repo labeled Apache-2.0 by LukasT9,Permitted for academic non-commercial research & model development. Non-commercial restriction applies from BFL base model.,0042.png,PNG,1024x1024,1286884,6130869ad80815265a8add71f7447cebbf1050aa86616d2e481251d4609f0fb1,d0d0d2f2d299d9d8,7efffb7a08000000,accepted
data/e5_external/modern_ai/flux_dev/0043.png,ai,modern_ai,FLUX.1 [dev],LukasT9/Flux-1-Dev-Images-1k,https://huggingface.co/datasets/LukasT9/Flux-1-Dev-Images-1k/resolve/main/images/0043.png,train,training,FLUX.1 [dev] Non-Commercial License (BFL) / HF repo labeled Apache-2.0 by LukasT9,Permitted for academic non-commercial research & model development. Non-commercial restriction applies from BFL base model.,0043.png,PNG,1024x1024,1390991,9a324b9bc6ac7aadc6161301cbb107d81debe40b1fd72ac798efd6c2c33890c3,c090d2928298ccc0,78f8fafaf84c2478,accepted
data/e5_external/modern_ai/flux_dev/0048.png,ai,modern_ai,FLUX.1 [dev],LukasT9/Flux-1-Dev-Images-1k,https://huggingface.co/datasets/LukasT9/Flux-1-Dev-Images-1k/resolve/main/images/0048.png,train,training,FLUX.1 [dev] Non-Commercial License (BFL) / HF repo labeled Apache-2.0 by LukasT9,Permitted for academic non-commercial research & model development. Non-commercial restriction applies from BFL base model.,0048.png,PNG,1024x1024,1809128,ea1b76f948d690fe94100a103ab001a6cbad6447f3ac83400e28a4649a1e3c18,f0e8e872d3f9e3d4,3e7e7e18190d0000,accepted
data/e5_external/modern_ai/flux_dev/0044.png,ai,modern_ai,FLUX.1 [dev],LukasT9/Flux-1-Dev-Images-1k,https://huggingface.co/datasets/LukasT9/Flux-1-Dev-Images-1k/resolve/main/images/0044.png,train,training,FLUX.1 [dev] Non-Commercial License (BFL) / HF repo labeled Apache-2.0 by LukasT9,Permitted for academic non-commercial research & model development. Non-commercial restriction applies from BFL base model.,0044.png,PNG,1024x1024,1203018,279e85ca54d1fb90b50ad0008705276dcba1cb9bc635bb95670f0643469fe34e,e0c8c8b6a292cc8c,7c767e1200c06646,accepted
data/e5_external/modern_ai/flux_dev/0038.png,ai,modern_ai,FLUX.1 [dev],LukasT9/Flux-1-Dev-Images-1k,https://huggingface.co/datasets/LukasT9/Flux-1-Dev-Images-1k/resolve/main/images/0038.png,train,training,FLUX.1 [dev] Non-Commercial License (BFL) / HF repo labeled Apache-2.0 by LukasT9,Permitted for academic non-commercial research & model development. Non-commercial restriction applies from BFL base model.,0038.png,PNG,1024x1024,1342358,5b9e3d8968febaabcbc209fa70519528b69c8033f4b10553f2267a02adb8f78d,e8ccccc89099de8c,fefe646000000000,accepted
data/e5_external/modern_ai/flux_dev/0051.png,ai,modern_ai,FLUX.1 [dev],LukasT9/Flux-1-Dev-Images-1k,https://huggingface.co/datasets/LukasT9/Flux-1-Dev-Images-1k/resolve/main/images/0051.png,train,training,FLUX.1 [dev] Non-Commercial License (BFL) / HF repo labeled Apache-2.0 by LukasT9,Permitted for academic non-commercial research & model development. Non-commercial restriction applies from BFL base model.,0051.png,PNG,1024x1024,1520430,b940ac47540f411c794790076a3dfc36a334eeddd0a2da2ab2bb7e9f098263ca,f0675c769399c9d8,183fffbf01002020,accepted
data/e5_external/modern_ai/flux_dev/0053.png,ai,modern_ai,FLUX.1 [dev],LukasT9/Flux-1-Dev-Images-1k,https://huggingface.co/datasets/LukasT9/Flux-1-Dev-Images-1k/resolve/main/images/0053.png,train,training,FLUX.1 [dev] Non-Commercial License (BFL) / HF repo labeled Apache-2.0 by LukasT9,Permitted for academic non-commercial research & model development. Non-commercial restriction applies from BFL base model.,0053.png,PNG,1024x1024,1237599,8ee04fa1b8ecc81436c2a1acc9e2736ace4a65cf2bbb214f2f1dafd4afbfed40,e0e0e0c0c0f0c8d0,fffffffc70000000,accepted
